iter	Passed	Remaining
1675	9867	1907
1676	9872	1901
1677	9878	1895
1678	9883	1889
1679	9889	1883
1680	9895	1877
1681	9900	1871
1682	9906	1865
1683	9911	1859
1684	9917	1853
1685	9922	1847
1686	9928	1842
1687	9933	1836
1688	9939	1830
1689	9945	1824
1690	9950	1818
1691	9956	1812
1692	9962	1806
1693	9968	1800
1694	9973	1794
1695	9979	1788
1696	9984	1782
1697	9990	1776
1698	9996	1770
1699	10001	1765
1700	10007	1759
1701	10013	1753
1702	10019	1747
1703	10024	1741
1704	10030	1735
1705	10036	1729
1706	10041	1723
1707	10047	1717
1708	10053	1711
1709	10058	1705
1710	10064	1699
1711	10070	1694
1712	10075	1688
1713	10081	1682
1714	10086	1676
1715	10092	1670
1716	10098	1664
1717	10103	1658
1718	10109	1652
1719	10115	1646
1720	10121	1640
1721	10126	1634
1722	10132	1629
1723	10138	1623
1724	10144	1617
1725	10149	1611
1726	10155	1605
1727	10161	1599
1728	10166	1593
1729	10172	1587
1730	10177	1581
1731	10183	1575
1732	10189	1569
1733	10194	1563
1734	10200	1557
1735	10206	1552
1736	10211	1546
1737	10217	1540
1738	10223	1534
1739	10228	1528
1740	10234	1522
1741	10239	1516
1742	10245	1510
1743	10250	1504
1744	10256	1498
1745	10262	1492
1746	10267	1486
1747	10273	1481
1748	10278	1475
1749	10284	1469
1750	10289	1463
1751	10295	1457
1752	10301	1451
1753	10310	1446
1754	10316	1440
1755	10322	1434
1756	10328	1428
1757	10334	1422
1758	10340	1416
1759	10346	1410
1760	10351	1404
1761	10357	1399
1762	10363	1393
1763	10368	1387
1764	10374	1381
1765	10379	1375
1766	10385	1369
1767	10391	1363
1768	10397	1357
1769	10402	1351
1770	10409	1346
1771	10415	1340
1772	10421	1334
1773	10426	1328
1774	10432	1322
1775	10438	1316
1776	10444	1310
1777	10449	1304
1778	10455	1298
1779	10461	1292
1780	10466	1287
1781	10472	1281
1782	10478	1275
1783	10483	1269
1784	10489	1263
1785	10494	1257
1786	10500	1251
1787	10505	1245
1788	10511	1239
1789	10516	1233
1790	10522	1227
1791	10528	1222
1792	10533	1216
1793	10539	1210
1794	10545	1204
1795	10551	1198
1796	10556	1192
1797	10562	1186
1798	10568	1180
1799	10573	1174
1800	10579	1168
1801	10584	1163
1802	10590	1157
1803	10595	1151
1804	10603	1145
1805	10608	1139
1806	10614	1133
1807	10620	1127
1808	10625	1121
1809	10631	1116
1810	10637	1110
1811	10642	1104
1812	10648	1098
1813	10654	1092
1814	10660	1086
1815	10665	1080
1816	10671	1074
1817	10676	1068
1818	10682	1062
1819	10687	1057
1820	10700	1051
1821	10707	1046
1822	10713	1040
1823	10720	1034
1824	10726	1028
1825	10733	1022
1826	10740	1016
1827	10746	1011
1828	10752	1005
1829	10758	999
1830	10764	993
1831	10770	987
1832	10776	981
1833	10782	975
1834	10787	970
1835	10793	964
1836	10799	958
1837	10804	952
1838	10810	946
1839	10816	940
1840	10821	934
1841	10827	928
1842	10833	922
1843	10838	916
1844	10844	911
1845	10850	905
1846	10856	899
1847	10861	893
1848	10867	887
1849	10872	881
1850	10878	875
1851	10884	869
1852	10889	863
1853	10895	858
1854	10901	852
1855	10906	846
1856	10912	840
1857	10918	834
1858	10923	828
1859	10928	822
1860	10934	816
1861	10940	810
1862	10945	804
1863	10951	799
1864	10957	793
1865	10963	787
1866	10968	781
1867	10974	775
1868	10980	769
1869	10986	763
1870	10991	757
1871	10997	751
1872	11003	746
1873	11008	740
1874	11014	734
1875	11019	728
1876	11025	722
1877	11030	716
1878	11036	710
1879	11041	704
1880	11047	698
1881	11053	693
1882	11058	687
1883	11064	681
1884	11069	675
1885	11075	669
1886	11081	663
1887	11086	657
1888	11092	651
1889	11098	645
1890	11103	640
1891	11109	634
1892	11114	628
1893	11119	622
1894	11125	616
1895	11131	610
1896	11136	604
1897	11142	598
1898	11147	592
1899	11153	587
1900	11158	581
1901	11164	575
1902	11170	569
1903	11175	563
1904	11181	557
1905	11187	551
1906	11192	545
1907	11198	539
1908	11204	534
1909	11209	528
1910	11214	522
1911	11220	516
1912	11226	510
1913	11231	504
1914	11237	498
1915	11243	492
1916	11248	487
1917	11254	481
1918	11260	475
1919	11266	469
1920	11272	463
1921	11277	457
1922	11283	451
1923	11289	445
1924	11294	440
1925	11300	434
1926	11305	428
1927	11311	422
1928	11317	416
1929	11322	410
1930	11328	404
1931	11333	398
1932	11339	393
1933	11344	387
1934	11350	381
1935	11356	375
1936	11361	369
1937	11366	363
1938	11372	357
1939	11377	351
1940	11383	346
1941	11388	340
1942	11394	334
1943	11400	328
1944	11406	322
1945	11411	316
1946	11417	310
1947	11423	304
1948	11428	299
1949	11434	293
1950	11439	287
1951	11445	281
1952	11451	275
1953	11456	269
1954	11462	263
1955	11467	257
1956	11473	252
1957	11479	246
1958	11484	240
1959	11489	234
1960	11495	228
1961	11500	222
1962	11506	216
1963	11512	211
1964	11517	205
1965	11523	199
1966	11528	193
1967	11534	187
1968	11539	181
1969	11545	175
1970	11550	169
1971	11556	164
1972	11562	158
1973	11567	152
1974	11573	146
1975	11578	140
1976	11584	134
1977	11589	128
1978	11595	123
1979	11600	117
1980	11606	111
1981	11612	105
1982	11617	99
1983	11623	93
1984	11629	87
1985	11634	82
1986	11639	76
1987	11645	70
1988	11651	64
1989	11657	58
1990	11662	52
1991	11668	46
1992	11674	41
1993	11679	35
1994	11685	29
1995	11691	23
1996	11696	17
1997	11702	11
1998	11708	5
1999	11713	0
