DATE,TUFE_mom,UFE_mom,M2_yoy,TL_FAIZ_lvl,DID_factor_raw,pi_hat_monthly,DID_monthly,DID_index
2024-02,0.045291882138285056,0.08250122595180054,0.620735062510414,46.735,0.7818786784294849,0.057188380693629706,4.2273551906405515,280.52731961590894
2024-03,0.03162670935637535,0.03403461893241322,0.5814129981131841,50.992000000000004,-0.16425863512584904,0.03127413703386337,4.359562076163458,289.3005694513193
2024-04,0.03179759473140553,0.027815961320512228,0.5227056138635977,59.542500000000004,-0.26663728357944844,0.02847003534209665,4.483678962547896,297.536966888087
2024-05,0.0336806342015854,0.01690753364364439,0.560555155935359,59.172000000000004,-0.3748374770164345,0.02550648434734358,4.598041849824638,305.12608887677413
2024-06,0.016407739334312055,0.017750239190851502,0.4087173846349337,56.795,-0.7197117833144527,0.01606054380852659,4.671888902387185,310.0265797943039
2024-07,0.03225556096908955,0.018344927614085016,0.3709009088706843,56.0575,-0.4166615448014859,0.024360943348276938,4.785700523267683,317.57911974113307
2024-08,0.02474416273338642,-0.010995645114967867,0.3615002483622509,55.416,-0.9692843609343902,0.009224871549775998,4.829847995870523,320.50874632763595
2024-09,0.029681984559824404,0.024846358534287294,0.33443271484787385,56.1175,-0.38239781901679465,0.025299410234588975,4.952040301688759,328.6174285847526
2024-10,0.028798650916806556,0.04325172975114122,0.3160779990506899,56.019999999999996,-0.14656688921970976,0.03175870540212227,5.1093106907695285,339.05389268917867
2024-11,0.022440176843369075,0.05103681080212197,0.30195583492935696,55.896,-0.16189276189827936,0.03133893715791405,5.269431057427813,349.679481325311
2024-12,0.010281383244958198,0.012918179588801593,0.2871654959604364,56.0925,-0.9269347867721679,0.010384805914485935,5.324153076238965,353.31083487115245
