DATE,TUFE_mom,UFE_mom,M2_yoy,TL_FAIZ_lvl,pi_hat_monthly,DID_index
2024-05,0.0336806342015854,0.01690753364364439,0.560555155935359,59.172000000000004,0.02947133245298447,314.29444798305826
2024-06,0.016407739334312055,0.017750239190851502,0.4087173846349337,56.795,0.017454734097515016,319.78037400092785
2024-07,0.03225556096908955,0.018344927614085016,0.3709009088706843,56.0575,0.02670490632954249,328.32007893464873
2024-08,0.02474416273338642,-0.010995645114967867,0.3615002483622509,55.416,0.01754901132331057,334.0817717175431
2024-09,0.029681984559824404,0.024846358534287294,0.33443271484787385,56.1175,0.02673180219974212,343.0123795576358
2024-10,0.028798650916806556,0.04325172975114122,0.3160779990506899,56.019999999999996,0.029677151210704047,353.1920098129112
2024-11,0.022440176843369075,0.05103681080212197,0.30195583492935696,55.896,0.025919519651249164,362.34657705192114
2024-12,0.010281383244958198,0.012918179588801593,0.2871654959604364,56.0925,0.012516708089847353,366.8819633842354
2025-01,0.05032500791566563,0.0385622650547206,0.29257013708014434,52.688,0.04233650163006879,382.41446222509495
2025-02,0.02273331796499556,0.03170612490443547,0.3123358653042634,50.2475,0.02466901113005138,391.84824885001836
2025-03,0.024599913307325583,0.049366608842694726,0.38640735946275595,49.4275,0.028157921134561385,402.88188093785317
2025-04,0.029965918590444396,0.020108216237992194,0.389783654364658,52.78,0.0258309108470468,413.2886868862493
2025-05,0.015283103807467668,-0.00711305997757572,0.39525931075819676,56.694,0.010756510831648844,417.73423112333916
2025-06,0.013732547075158585,-0.0026882212022018015,0.3899931872532416,56.66,0.00980464294994788,421.82996610747443
2025-07,0.02058955931510731,0.0007495049141850174,0.38345883288095095,54.4875,0.015415649136201517,428.33274886012305
2025-08,0.02035249291447938,0.03017990678286364,0.3640939943693653,50.760000000000005,0.021538959174039314,437.5585904507253
2025-09,0.0323448977839913,0.04621469479225948,0.38390071306676,49.2575,0.032707723386142654,451.87013579241807
2025-10,0.025501749217455405,0.03411116943170023,0.3577257450671929,48.13,0.02658669919186695,463.8838711665191
