,kontratTuru,kontratAdi,clearingQuantityAsk,clearingQuantityBid
167072,Blok,PB23032103-02,50.0,50.0
167073,Saatlik,PH23032103,910.8,910.8
167076,Blok,PB23032104-01,519.9,519.9
167077,Saatlik,PH23032104,635.2,635.2
167079,Blok,PB23032105-01,477.2,477.2
167080,Saatlik,PH23032105,393.0,393.0
167082,Blok,PB23032106-01,625.6,625.6
167083,Blok,PB23032106-04,50.0,50.0
167084,Saatlik,PH23032106,762.2,762.2
167087,Blok,PB23032107-01,489.9,489.9
167088,Saatlik,PH23032107,819.5,819.5
167091,Blok,PB23032108-01,406.0,406.0
167092,Blok,PB23032108-02,0.8,0.8
167093,Saatlik,PH23032108,771.3,771.3
167097,Blok,PB23032109-01,526.2,526.2
167098,Blok,PB23032109-04,10.0,10.0
167099,Saatlik,PH23032109,704.2,704.2
167102,Blok,PB23032110-01,883.5,883.5
167103,Blok,PB23032110-07,2.0,2.0
167104,Blok,PB23032110-14,0.2,0.2
167105,Saatlik,PH23032110,2135.7,2135.7
167110,Blok,PB23032111-01,324.4,324.4
167111,Blok,PB23032111-02,15.0,15.0
167112,Blok,PB23032111-03,25.0,25.0
167113,Blok,PB23032111-04,20.0,20.0
167114,Blok,PB23032111-05,3.0,3.0
167115,Saatlik,PH23032111,1237.3,1237.3
167124,Blok,PB23032112-01,377.5,377.5
167125,Saatlik,PH23032112,1114.7,1114.7
167132,Blok,PB23032113-01,268.8,268.8
167133,Blok,PB23032113-03,25.0,25.0
167134,Blok,PB23032113-04,0.2,0.2
167135,Saatlik,PH23032113,1301.9,1301.9
167143,Blok,PB23032114-01,257.9,257.9
167144,Blok,PB23032114-02,50.0,50.0
167145,Saatlik,PH23032114,1519.1,1519.1
167153,Blok,PB23032115-01,302.9,302.9
167154,Blok,PB23032115-03,10.0,10.0
167155,Saatlik,PH23032115,2082.5,2082.5
167161,Blok,PB23032116-01,451.0,451.0
167162,Blok,PB23032116-02,20.0,20.0
167163,Blok,PB23032116-08,25.0,25.0
167164,Saatlik,PH23032116,3005.3,3005.3
167170,Blok,PB23032117-01,293.8,293.8
167171,Blok,PB23032117-07,50.0,50.0
167172,Saatlik,PH23032117,1395.0,1395.0
167177,Blok,PB23032118-01,309.7,309.7
167178,Blok,PB23032118-02,0.8,0.8
167179,Blok,PB23032118-03,72.8,72.8
167180,Saatlik,PH23032118,2065.7,2065.7
167187,Blok,PB23032119-01,685.8,685.8
167188,Saatlik,PH23032119,2096.0,2096.0
167194,Blok,PB23032120-01,376.2,376.2
167195,Saatlik,PH23032120,1721.6,1721.6
167200,Blok,PB23032121-01,405.5,405.5
167201,Blok,PB23032121-03,27.0,27.0
167202,Saatlik,PH23032121,2009.7,2009.7
167208,Blok,PB23032122-01,406.6,406.6
167209,Saatlik,PH23032122,1976.1,1976.1
167215,Blok,PB23032123-01,460.6,460.6
167216,Saatlik,PH23032123,2751.6,2751.6
167217,Blok,PB23032200-01,375.4,375.4
167218,Blok,PB23032200-02,51.4,51.4
167219,Blok,PB23032200-10,2.3,2.3
167220,Blok,PB23032200-24,134.2,134.2
167221,Saatlik,PH23032200,538.0,538.0
167225,Blok,PB23032201-01,458.6,458.6
167226,Saatlik,PH23032201,598.0,598.0
167229,Blok,PB23032202-01,524.6,524.6
167230,Saatlik,PH23032202,702.1,702.1
167233,Blok,PB23032203-01,515.4,515.4
167234,Blok,PB23032203-02,50.0,50.0
167235,Saatlik,PH23032203,726.5,726.5
167239,Blok,PB23032204-01,530.4,530.4
167240,Saatlik,PH23032204,744.1,744.1
167243,Blok,PB23032205-01,592.0,592.0
167244,Blok,PB23032205-03,50.0,50.0
167245,Blok,PB23032205-04,0.3,0.3
167246,Blok,PB23032205-19,1.4,1.4
167247,Saatlik,PH23032205,970.3,970.3
167253,Blok,PB23032206-01,548.9,548.9
167254,Saatlik,PH23032206,768.5,768.5
167260,Blok,PB23032207-01,844.9,844.9
167261,Saatlik,PH23032207,1439.3,1439.3
167266,Blok,PB23032208-01,593.8,593.8
167267,Blok,PB23032208-02,22.8,22.8
167268,Saatlik,PH23032208,1220.9,1220.9
167273,Blok,PB23032209-01,673.5,673.5
167274,Saatlik,PH23032209,1910.7,1910.7
167277,Blok,PB23032210-01,700.5,700.5
167278,Blok,PB23032210-02,3.6,3.6
167279,Blok,PB23032210-05,0.6,0.6
167280,Blok,PB23032210-07,2.0,2.0
167281,Saatlik,PH23032210,1947.4,1947.4
167287,Blok,PB23032211-01,679.5,679.5
167288,Blok,PB23032211-03,15.0,15.0
167289,Blok,PB23032211-05,150.2,150.2
167290,Blok,PB23032211-13,50.0,50.0
167291,Saatlik,PH23032211,2320.8,2320.8
167299,Blok,PB23032212-01,698.1,698.1
167300,Blok,PB23032212-04,3.0,3.0
167301,Saatlik,PH23032212,2350.6,2350.6
167310,Blok,PB23032213-01,630.4,630.4
167311,Blok,PB23032213-03,3.2,3.2
167312,Blok,PB23032213-11,15.0,15.0
167313,Saatlik,PH23032213,2294.6,2294.6
167323,Blok,PB23032214-01,661.4,661.4
167324,Blok,PB23032214-02,10.0,10.0
167325,Saatlik,PH23032214,2221.2,2221.2
167335,Blok,PB23032215-01,619.2,619.2
167336,Blok,PB23032215-03,1.8,1.8
167337,Saatlik,PH23032215,1559.6,1559.6
167344,Blok,PB23032216-01,558.1,558.1
167345,Blok,PB23032216-03,3.0,3.0
167346,Saatlik,PH23032216,2209.5,2209.5
167353,Blok,PB23032217-01,609.8,609.8
167354,Blok,PB23032217-02,5.0,5.0
167355,Blok,PB23032217-07,4.1,4.1
167356,Saatlik,PH23032217,1791.9,1791.9
167364,Blok,PB23032218-01,622.2,622.2
167365,Blok,PB23032218-02,0.8,0.8
167366,Blok,PB23032218-06,0.3,0.3
167367,Saatlik,PH23032218,1576.8,1576.8
167375,Blok,PB23032219-01,710.6,710.6
167376,Saatlik,PH23032219,1478.1,1478.1
167383,Blok,PB23032220-01,815.0,815.0
167384,Blok,PB23032220-04,3.3,3.3
167385,Saatlik,PH23032220,1679.6,1679.6
167393,Blok,PB23032221-01,674.9,674.9
167394,Blok,PB23032221-03,0.3,0.3
167395,Saatlik,PH23032221,1497.8,1497.8
167404,Blok,PB23032222-01,591.1,591.1
167405,Blok,PB23032222-02,62.3,62.3
167406,Saatlik,PH23032222,3132.6,3132.6
167416,Blok,PB23032223-01,834.2,834.2
167417,Saatlik,PH23032223,2418.5,2418.5
167418,Blok,PB23032300-01,677.0,677.0
167419,Blok,PB23032300-24,102.7,102.7
167420,Saatlik,PH23032300,817.4,817.4
167422,Blok,PB23032301-01,454.7,454.7
167423,Blok,PB23032301-06,50.0,50.0
167424,Saatlik,PH23032301,1791.4,1791.4
167427,Blok,PB23032302-01,583.6,583.6
167428,Saatlik,PH23032302,1254.4,1254.4
167431,Blok,PB23032303-01,439.6,439.6
167432,Saatlik,PH23032303,552.7,552.7
167435,Blok,PB23032304-01,539.5,539.5
167436,Saatlik,PH23032304,365.7,365.7
167439,Blok,PB23032305-01,499.1,499.1
167440,Saatlik,PH23032305,550.4,550.4
167443,Blok,PB23032306-01,459.8,459.8
167444,Saatlik,PH23032306,1113.5,1113.5
167446,Blok,PB23032307-01,598.7,598.7
167447,Saatlik,PH23032307,682.2,682.2
167449,Blok,PB23032308-01,509.5,509.5
167450,Blok,PB23032308-02,0.8,0.8
167451,Blok,PB23032308-04,50.0,50.0
167452,Saatlik,PH23032308,381.5,381.5
167456,Blok,PB23032309-01,574.6,574.6
167457,Saatlik,PH23032309,721.9,721.9
167460,Blok,PB23032310-01,520.3,520.3
167461,Blok,PB23032310-02,13.5,13.5
167462,Saatlik,PH23032310,2034.6,2034.6
167466,Blok,PB23032311-01,460.8,460.8
167467,Saatlik,PH23032311,2115.0,2115.0
167469,Blok,PB23032312-01,758.6,758.6
167470,Saatlik,PH23032312,2617.2,2617.2
167472,Blok,PB23032313-01,800.7,800.7
167473,Blok,PB23032313-03,3.2,3.2
167474,Saatlik,PH23032313,1713.0,1713.0
167477,Blok,PB23032314-01,522.5,522.5
167478,Blok,PB23032314-09,50.0,50.0
167479,Saatlik,PH23032314,2060.6,2060.6
167483,Blok,PB23032315-01,624.6,624.6
167484,Blok,PB23032315-03,44.0,44.0
167485,Saatlik,PH23032315,1691.5,1691.5
167489,Blok,PB23032316-01,580.5,580.5
167490,Saatlik,PH23032316,2743.3,2743.3
167494,Blok,PB23032317-01,576.7,576.7
167495,Saatlik,PH23032317,2322.9,2322.9
167498,Blok,PB23032318-01,632.4,632.4
167499,Blok,PB23032318-02,25.8,25.8
167500,Saatlik,PH23032318,1494.3,1494.3
167504,Blok,PB23032319-01,526.1,526.1
167505,Saatlik,PH23032319,1251.0,1251.0
167508,Blok,PB23032320-01,538.8,538.8
167509,Saatlik,PH23032320,925.9,925.9
167512,Blok,PB23032321-01,513.5,513.5
167513,Saatlik,PH23032321,1725.0,1725.0
167516,Blok,PB23032322-01,730.5,730.5
167517,Saatlik,PH23032322,2126.4,2126.4
167519,Blok,PB23032323-01,508.2,508.2
167520,Saatlik,PH23032323,1408.3,1408.3
167521,Blok,PB23032400-01,375.9,375.9
167522,Blok,PB23032400-24,102.9,102.9
167523,Saatlik,PH23032400,1206.2,1206.2
167525,Blok,PB23032401-01,323.4,323.4
167526,Saatlik,PH23032401,666.2,666.2
167528,Blok,PB23032402-01,266.8,266.8
167529,Blok,PB23032402-10,50.0,50.0
167530,Saatlik,PH23032402,1118.2,1118.2
167533,Blok,PB23032403-01,300.0,300.0
167534,Blok,PB23032403-04,24.0,24.0
167535,Saatlik,PH23032403,621.2,621.2
167539,Blok,PB23032404-01,373.0,373.0
167540,Saatlik,PH23032404,402.0,402.0
167544,Blok,PB23032405-01,348.6,348.6
167545,Saatlik,PH23032405,439.7,439.7
167549,Blok,PB23032406-01,319.0,319.0
167550,Saatlik,PH23032406,1276.9,1276.9
167553,Blok,PB23032407-01,311.3,311.3
167554,Blok,PB23032407-02,23.3,23.3
167555,Saatlik,PH23032407,1467.8,1467.8
167559,Blok,PB23032408-01,417.3,417.3
167560,Blok,PB23032408-02,0.8,0.8
167561,Saatlik,PH23032408,584.3,584.3
167565,Blok,PB23032409-01,384.2,384.2
167566,Blok,PB23032409-15,25.0,25.0
167567,Saatlik,PH23032409,703.1,703.1
167571,Blok,PB23032410-01,313.1,313.1
167572,Saatlik,PH23032410,1072.2,1072.2
167576,Blok,PB23032411-01,440.2,440.2
167577,Blok,PB23032411-02,1.3,1.3
167578,Saatlik,PH23032411,1704.5,1704.5
167582,Blok,PB23032412-01,446.2,446.2
167583,Saatlik,PH23032412,1708.1,1708.1
167586,Blok,PB23032413-01,698.4,698.4
167587,Saatlik,PH23032413,1545.5,1545.5
167590,Blok,PB23032414-01,472.9,472.9
167591,Blok,PB23032414-02,0.3,0.3
167592,Blok,PB23032414-10,50.0,50.0
167593,Saatlik,PH23032414,2034.2,2034.2
167598,Blok,PB23032415-01,611.2,611.2
167599,Saatlik,PH23032415,1880.4,1880.4
167603,Blok,PB23032416-01,484.1,484.1
167604,Saatlik,PH23032416,2590.6,2590.6
167608,Blok,PB23032417-01,793.9,793.9
167609,Saatlik,PH23032417,2808.7,2808.7
167613,Blok,PB23032418-01,565.9,565.9
167614,Blok,PB23032418-02,0.8,0.8
167615,Saatlik,PH23032418,1487.2,1487.2
167620,Blok,PB23032419-01,504.1,504.1
167621,Blok,PB23032419-05,1.2,1.2
167622,Saatlik,PH23032419,2281.8,2281.8
167627,Blok,PB23032420-01,463.0,463.0
167628,Saatlik,PH23032420,1087.8,1087.8
167633,Blok,PB23032421-01,580.0,580.0
167634,Saatlik,PH23032421,1578.7,1578.7
167639,Blok,PB23032422-01,626.6,626.6
167640,Saatlik,PH23032422,2612.3,2612.3
167645,Blok,PB23032423-01,451.8,451.8
167646,Saatlik,PH23032423,2857.8,2857.8
167647,Blok,PB23032500-01,400.4,400.4
167648,Saatlik,PH23032500,1025.5,1025.5
167649,Saatlik,PH23032501,1092.8,1092.8
167650,Saatlik,PH23032502,427.4,427.4
167651,Saatlik,PH23032503,534.5,534.5
167652,Saatlik,PH23032504,536.5,536.5
167653,Blok,PB23032505-01,605.9,605.9
167654,Blok,PB23032505-06,1.2,1.2
167655,Blok,PB23032505-19,2.9,2.9
167656,Saatlik,PH23032505,555.4,555.4
167659,Blok,PB23032506-01,394.5,394.5
167660,Saatlik,PH23032506,1530.1,1530.1
167663,Blok,PB23032507-01,325.5,325.5
167664,Saatlik,PH23032507,929.7,929.7
167667,Blok,PB23032508-01,213.0,213.0
167668,Blok,PB23032508-02,50.8,50.8
167669,Saatlik,PH23032508,1263.0,1263.0
167673,Blok,PB23032509-01,213.1,213.1
167674,Saatlik,PH23032509,1011.3,1011.3
167677,Blok,PB23032510-01,367.2,367.2
167678,Blok,PB23032510-03,50.0,50.0
167679,Saatlik,PH23032510,2715.6,2715.6
167682,Blok,PB23032511-01,210.5,210.5
167683,Blok,PB23032511-02,1.0,1.0
167684,Blok,PB23032511-05,102.0,102.0
167685,Blok,PB23032511-13,0.9,0.9
167686,Saatlik,PH23032511,1568.0,1568.0
167692,Blok,PB23032512-01,177.9,177.9
167693,Saatlik,PH23032512,1101.9,1101.9
167697,Blok,PB23032513-01,322.5,322.5
167698,Blok,PB23032513-03,0.3,0.3
167699,Blok,PB23032513-04,0.4,0.4
167700,Saatlik,PH23032513,1560.9,1560.9
167706,Blok,PB23032514-01,269.3,269.3
167707,Saatlik,PH23032514,1166.7,1166.7
167713,Blok,PB23032515-01,280.0,280.0
167714,Saatlik,PH23032515,1487.5,1487.5
167718,Blok,PB23032516-01,326.8,326.8
167719,Saatlik,PH23032516,2713.4,2713.4
167722,Blok,PB23032517-01,284.7,284.7
167723,Saatlik,PH23032517,2153.7,2153.7
167726,Blok,PB23032518-01,360.5,360.5
167727,Blok,PB23032518-02,0.8,0.8
167728,Blok,PB23032518-03,125.0,125.0
167729,Saatlik,PH23032518,1980.1,1980.1
167734,Blok,PB23032519-01,428.8,428.8
167735,Saatlik,PH23032519,1640.2,1640.2
167739,Blok,PB23032520-01,456.4,456.4
167740,Blok,PB23032520-04,57.0,57.0
167741,Saatlik,PH23032520,1483.0,1483.0
167745,Blok,PB23032521-01,444.4,444.4
167746,Saatlik,PH23032521,1567.8,1567.8
167750,Blok,PB23032522-01,376.0,376.0
167751,Saatlik,PH23032522,2218.8,2218.8
167755,Blok,PB23032523-01,360.1,360.1
167756,Saatlik,PH23032523,1976.6,1976.6
167757,Blok,PB23032600-01,398.8,398.8
167758,Blok,PB23032600-03,0.1,0.1
167759,Blok,PB23032600-04,3.5,3.5
167760,Blok,PB23032600-08,70.0,70.0
167761,Blok,PB23032600-09,0.1,0.1
167762,Blok,PB23032600-24,4.0,4.0
167763,Saatlik,PH23032600,1330.6,1330.6
167769,Blok,PB23032601-01,337.0,337.0
167770,Saatlik,PH23032601,275.3,275.3
167776,Blok,PB23032602-01,628.5,628.5
167777,Blok,PB23032602-06,130.0,130.0
167778,Saatlik,PH23032602,1252.6,1252.6
167784,Blok,PB23032603-01,373.2,373.2
167785,Saatlik,PH23032603,1010.0,1010.0
167790,Blok,PB23032604-01,348.6,348.6
167791,Blok,PB23032604-02,88.0,88.0
167792,Blok,PB23032604-13,1.5,1.5
167793,Saatlik,PH23032604,2495.1,2495.1
167800,Blok,PB23032605-01,437.9,437.9
167801,Saatlik,PH23032605,3295.1,3295.1
167807,Blok,PB23032606-01,517.0,517.0
167808,Blok,PB23032606-02,23.0,23.0
167809,Saatlik,PH23032606,2625.5,2625.5
167816,Blok,PB23032607-01,296.0,296.0
167817,Saatlik,PH23032607,1859.2,1859.2
167821,Blok,PB23032608-01,271.2,271.2
167822,Blok,PB23032608-06,75.0,75.0
167823,Saatlik,PH23032608,712.5,712.5
167827,Blok,PB23032609-01,375.0,375.0
167828,Blok,PB23032609-02,0.1,0.1
167829,Saatlik,PH23032609,429.8,429.8
167834,Blok,PB23032610-01,343.0,343.0
167835,Blok,PB23032610-02,25.0,25.0
167836,Saatlik,PH23032610,551.7,551.7
167841,Blok,PB23032611-01,277.3,277.3
167842,Blok,PB23032611-02,0.2,0.2
167843,Blok,PB23032611-07,0.1,0.1
167844,Saatlik,PH23032611,1099.7,1099.7
167850,Blok,PB23032612-01,357.7,357.7
167851,Saatlik,PH23032612,1259.0,1259.0
167856,Blok,PB23032613-01,428.8,428.8
167857,Blok,PB23032613-03,2.0,2.0
167858,Saatlik,PH23032613,1326.1,1326.1
167863,Blok,PB23032614-01,419.1,419.1
167864,Blok,PB23032614-03,0.5,0.5
167865,Blok,PB23032614-06,3.0,3.0
167866,Blok,PB23032614-10,50.0,50.0
167867,Saatlik,PH23032614,1678.3,1678.3
167875,Blok,PB23032615-01,453.8,453.8
167876,Blok,PB23032615-02,1.0,1.0
167877,Saatlik,PH23032615,1405.3,1405.3
167885,Blok,PB23032616-01,596.8,596.8
167886,Saatlik,PH23032616,2016.7,2016.7
167891,Blok,PB23032617-01,511.1,511.1
167892,Blok,PB23032617-07,3.5,3.5
167893,Saatlik,PH23032617,3155.3,3155.3
167898,Blok,PB23032618-01,536.1,536.1
167899,Blok,PB23032618-02,0.8,0.8
167900,Blok,PB23032618-06,0.1,0.1
167901,Saatlik,PH23032618,1392.9,1392.9
167908,Blok,PB23032619-01,434.1,434.1
167909,Blok,PB23032619-02,1.8,1.8
167910,Saatlik,PH23032619,1368.6,1368.6
167916,Blok,PB23032620-01,453.0,453.0
167917,Saatlik,PH23032620,1455.6,1455.6
167922,Blok,PB23032621-01,539.8,539.8
167923,Saatlik,PH23032621,1523.2,1523.2
167928,Blok,PB23032622-01,523.8,523.8
167929,Saatlik,PH23032622,2816.0,2816.0
167934,Blok,PB23032623-01,519.1,519.1
167935,Saatlik,PH23032623,3235.8,3235.8
167936,Blok,PB23032700-01,378.6,378.6
167937,Blok,PB23032700-11,1.2,1.2
167938,Blok,PB23032700-24,2.9,2.9
167939,Saatlik,PH23032700,1501.7,1501.7
167942,Blok,PB23032701-01,391.5,391.5
167943,Blok,PB23032701-05,50.0,50.0
167944,Saatlik,PH23032701,1694.9,1694.9
167948,Blok,PB23032702-01,404.8,404.8
167949,Saatlik,PH23032702,886.1,886.1
167953,Blok,PB23032703-01,320.9,320.9
167954,Saatlik,PH23032703,757.3,757.3
167958,Blok,PB23032704-01,475.7,475.7
167959,Saatlik,PH23032704,1236.3,1236.3
167963,Blok,PB23032705-01,359.7,359.7
167964,Saatlik,PH23032705,637.0,637.0
167967,Blok,PB23032706-01,485.5,485.5
167968,Saatlik,PH23032706,817.2,817.2
167971,Blok,PB23032707-01,595.6,595.6
167972,Saatlik,PH23032707,714.7,714.7
167975,Blok,PB23032708-01,829.5,829.5
167976,Blok,PB23032708-02,0.8,0.8
167977,Saatlik,PH23032708,1247.6,1247.6
167981,Blok,PB23032709-01,746.7,746.7
167982,Saatlik,PH23032709,966.3,966.3
167985,Blok,PB23032710-01,547.0,547.0
167986,Saatlik,PH23032710,1286.8,1286.8
167988,Blok,PB23032711-01,585.8,585.8
167989,Blok,PB23032711-13,0.2,0.2
167990,Saatlik,PH23032711,1569.0,1569.0
167993,Blok,PB23032712-01,457.4,457.4
167994,Saatlik,PH23032712,1668.1,1668.1
167997,Blok,PB23032713-01,849.6,849.6
167998,Saatlik,PH23032713,1630.2,1630.2
168001,Blok,PB23032714-01,591.4,591.4
168002,Blok,PB23032714-02,200.2,200.2
168003,Saatlik,PH23032714,1714.6,1714.6
168007,Blok,PB23032715-01,598.1,598.1
168008,Blok,PB23032715-07,50.0,50.0
168009,Saatlik,PH23032715,1587.6,1587.6
168013,Blok,PB23032716-01,843.0,843.0
168014,Saatlik,PH23032716,1752.2,1752.2
168018,Blok,PB23032717-01,785.9,785.9
168019,Blok,PB23032717-05,6.0,6.0
168020,Saatlik,PH23032717,1581.5,1581.5
168025,Blok,PB23032718-01,744.0,744.0
168026,Blok,PB23032718-02,0.8,0.8
168027,Saatlik,PH23032718,2615.8,2615.8
168033,Blok,PB23032719-01,808.4,808.4
168034,Blok,PB23032719-03,50.0,50.0
168035,Blok,PB23032719-05,0.3,0.3
168036,Saatlik,PH23032719,1809.9,1809.9
168043,Blok,PB23032720-01,715.9,715.9
168044,Blok,PB23032720-03,7.0,7.0
168045,Blok,PB23032720-04,0.2,0.2
168046,Saatlik,PH23032720,1720.4,1720.4
168055,Blok,PB23032721-01,830.2,830.2
168056,Blok,PB23032721-02,1.0,1.0
168057,Saatlik,PH23032721,1535.3,1535.3
168064,Blok,PB23032722-01,723.2,723.2
168065,Saatlik,PH23032722,2061.2,2061.2
168070,Blok,PB23032723-01,1086.9,1086.9
168071,Saatlik,PH23032723,1876.9,1876.9
168072,Blok,PB23032800-01,696.0,696.0
168073,Blok,PB23032800-02,527.4,527.4
168074,Blok,PB23032800-04,2.6,2.6
168075,Blok,PB23032800-24,0.3,0.3
168076,Saatlik,PH23032800,1470.7,1470.7
168080,Blok,PB23032801-01,1303.2,1303.2
168081,Blok,PB23032801-23,0.5,0.5
168082,Saatlik,PH23032801,1666.1,1666.1
168086,Blok,PB23032802-01,779.4,779.4
168087,Saatlik,PH23032802,1079.7,1079.7
168091,Blok,PB23032803-01,766.6,766.6
168092,Blok,PB23032803-03,72.0,72.0
168093,Saatlik,PH23032803,1015.6,1015.6
168097,Blok,PB23032804-01,638.7,638.7
168098,Blok,PB23032804-02,10.2,10.2
168099,Saatlik,PH23032804,956.4,956.4
168104,Blok,PB23032805-01,620.4,620.4
168105,Saatlik,PH23032805,923.0,923.0
168108,Blok,PB23032806-01,672.3,672.3
168109,Blok,PB23032806-02,107.2,107.2
168110,Blok,PB23032806-18,1.4,1.4
168111,Saatlik,PH23032806,1574.5,1574.5
168116,Blok,PB23032807-01,617.9,617.9
168117,Saatlik,PH23032807,1187.0,1187.0
168121,Blok,PB23032808-01,680.7,680.7
168122,Blok,PB23032808-02,2.4,2.4
168123,Saatlik,PH23032808,1510.7,1510.7
168128,Blok,PB23032809-01,798.6,798.6
168129,Saatlik,PH23032809,1296.5,1296.5
168133,Blok,PB23032810-01,881.1,881.1
168134,Blok,PB23032810-02,100.0,100.0
168135,Blok,PB23032810-03,0.8,0.8
168136,Saatlik,PH23032810,1328.9,1328.9
168142,Blok,PB23032811-01,868.6,868.6
168143,Saatlik,PH23032811,1456.3,1456.3
168148,Blok,PB23032812-01,969.4,969.4
168149,Saatlik,PH23032812,2338.0,2338.0
168153,Blok,PB23032813-01,996.2,996.2
168154,Blok,PB23032813-03,43.0,43.0
168155,Saatlik,PH23032813,2539.9,2539.9
168160,Blok,PB23032814-01,1158.3,1158.3
168161,Blok,PB23032814-02,50.0,50.0
168162,Blok,PB23032814-04,4.0,4.0
168163,Saatlik,PH23032814,3458.0,3458.0
168170,Blok,PB23032815-01,1106.8,1106.8
168171,Saatlik,PH23032815,3633.9,3633.9
168176,Blok,PB23032816-01,852.9,852.9
168177,Blok,PB23032816-02,50.0,50.0
168178,Saatlik,PH23032816,2313.7,2313.7
168184,Blok,PB23032817-01,885.1,885.1
168185,Saatlik,PH23032817,2009.1,2009.1
168189,Blok,PB23032818-01,806.3,806.3
168190,Blok,PB23032818-02,2.4,2.4
168191,Saatlik,PH23032818,1826.8,1826.8
168196,Blok,PB23032819-01,1075.1,1075.1
168197,Saatlik,PH23032819,1208.9,1208.9
168201,Blok,PB23032820-01,823.4,823.4
168202,Blok,PB23032820-04,0.1,0.1
168203,Saatlik,PH23032820,1841.5,1841.5
168208,Blok,PB23032821-01,939.1,939.1
168209,Blok,PB23032821-02,25.0,25.0
168210,Saatlik,PH23032821,2101.6,2101.6
168216,Blok,PB23032822-01,964.2,964.2
168217,Saatlik,PH23032822,1160.5,1160.5
168222,Blok,PB23032823-01,1199.3,1199.3
168223,Saatlik,PH23032823,1914.5,1914.5
168224,Blok,PB23032900-01,869.3,869.3
168225,Blok,PB23032900-07,0.2,0.2
168226,Blok,PB23032900-24,2.1,2.1
168227,Saatlik,PH23032900,671.3,671.3
168230,Blok,PB23032901-01,944.5,944.5
168231,Saatlik,PH23032901,869.2,869.2
168234,Blok,PB23032902-01,970.1,970.1
168235,Blok,PB23032902-02,75.0,75.0
168236,Saatlik,PH23032902,879.1,879.1
168240,Blok,PB23032903-01,899.9,899.9
168241,Saatlik,PH23032903,709.9,709.9
168244,Blok,PB23032904-01,883.1,883.1
168245,Saatlik,PH23032904,531.6,531.6
168248,Blok,PB23032905-01,959.3,959.3
168249,Saatlik,PH23032905,516.0,516.0
168252,Blok,PB23032906-01,896.4,896.4
168253,Blok,PB23032906-02,100.0,100.0
168254,Saatlik,PH23032906,857.4,857.4
168257,Blok,PB23032907-01,792.5,792.5
168258,Saatlik,PH23032907,1453.1,1453.1
168260,Blok,PB23032908-01,794.6,794.6
168261,Blok,PB23032908-02,58.4,58.4
168262,Saatlik,PH23032908,1512.4,1512.4
168265,Blok,PB23032909-01,899.8,899.8
168266,Saatlik,PH23032909,1594.9,1594.9
168268,Blok,PB23032910-01,974.4,974.4
168269,Blok,PB23032910-02,3.0,3.0
168270,Blok,PB23032910-03,0.2,0.2
168271,Saatlik,PH23032910,1216.5,1216.5
168275,Blok,PB23032911-01,1112.6,1112.6
168276,Blok,PB23032911-05,52.5,52.5
168277,Saatlik,PH23032911,1840.2,1840.2
168281,Blok,PB23032912-01,1023.8,1023.8
168282,Blok,PB23032912-05,0.5,0.5
168283,Saatlik,PH23032912,1852.4,1852.4
168287,Blok,PB23032913-01,1069.5,1069.5
168288,Blok,PB23032913-02,139.0,139.0
168289,Saatlik,PH23032913,1785.8,1785.8
168294,Blok,PB23032914-01,1062.7,1062.7
168295,Saatlik,PH23032914,1874.2,1874.2
168299,Blok,PB23032915-01,1082.3,1082.3
168300,Blok,PB23032915-02,606.0,606.0
168301,Blok,PB23032915-06,8.0,8.0
168302,Saatlik,PH23032915,2459.3,2459.3
168307,Blok,PB23032916-01,857.4,857.4
168308,Blok,PB23032916-02,50.0,50.0
168309,Saatlik,PH23032916,1259.5,1259.5
168313,Blok,PB23032917-01,945.9,945.9
168314,Blok,PB23032917-06,0.5,0.5
168315,Blok,PB23032917-07,100.0,100.0
168316,Saatlik,PH23032917,1686.2,1686.2
168321,Blok,PB23032918-01,989.4,989.4
168322,Blok,PB23032918-02,13.3,13.3
168323,Blok,PB23032918-03,25.0,25.0
168324,Blok,PB23032918-05,0.5,0.5
168325,Blok,PB23032918-06,2.0,2.0
168326,Saatlik,PH23032918,2884.4,2884.4
168335,Blok,PB23032919-01,989.4,989.4
168336,Saatlik,PH23032919,1846.7,1846.7
168344,Blok,PB23032920-01,991.9,991.9
168345,Saatlik,PH23032920,2000.2,2000.2
168351,Blok,PB23032921-01,1069.5,1069.5
168352,Blok,PB23032921-02,0.5,0.5
168353,Blok,PB23032921-03,58.0,58.0
168354,Saatlik,PH23032921,2142.4,2142.4
168362,Blok,PB23032922-01,753.4,753.4
168363,Blok,PB23032922-02,30.0,30.0
168364,Saatlik,PH23032922,2587.8,2587.8
168370,Blok,PB23032923-01,741.2,741.2
168371,Saatlik,PH23032923,3037.4,3037.4
168372,Blok,PB23033000-01,552.2,552.2
168373,Blok,PB23033000-03,50.0,50.0
168374,Blok,PB23033000-04,2.0,2.0
168375,Blok,PB23033000-05,1.0,1.0
168376,Blok,PB23033000-07,150.0,150.0
168377,Blok,PB23033000-24,17.3,17.3
168378,Saatlik,PH23033000,1388.4,1388.4
168384,Blok,PB23033001-01,544.6,544.6
168385,Saatlik,PH23033001,1545.5,1545.5
168391,Blok,PB23033002-01,511.8,511.8
168392,Blok,PB23033002-13,3.0,3.0
168393,Saatlik,PH23033002,2081.1,2081.1
168399,Blok,PB23033003-01,512.1,512.1
168400,Saatlik,PH23033003,1319.1,1319.1
